"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31947","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","Thu Apr 16 01:39:01 UTC 2026","failed","Thu Apr 16 01:39:33 UTC 2026","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","26166","Add category failed, Required field: Name is NULL","eCommerce CMS","Thu Apr 16 01:41:55 UTC 2026","failed","Thu Apr 16 01:42:21 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","25362","testAddNewCategory","eCommerce CMS","Thu Apr 16 01:41:23 UTC 2026","failed","Thu Apr 16 01:41:48 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","3100","update Ordering Number","eCommerce CMS","Thu Apr 16 01:41:49 UTC 2026","failed","Thu Apr 16 01:41:52 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","25296","testNavigateCategoryPage","eCommerce CMS","Thu Apr 16 01:40:31 UTC 2026","failed","Thu Apr 16 01:40:56 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","26421","testNavigateBrandPage","eCommerce CMS","Thu Apr 16 01:40:04 UTC 2026","failed","Thu Apr 16 01:40:30 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","25189","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","Thu Apr 16 01:42:28 UTC 2026","failed","Thu Apr 16 01:42:53 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","2896","Add product failed, Required field: Discount is NULL ","eCommerce CMS","Thu Apr 16 01:41:55 UTC 2026","failed","Thu Apr 16 01:41:58 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","7810","testLogout","eCommerce CMS","Thu Apr 16 01:39:55 UTC 2026","passed","Thu Apr 16 01:40:03 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","3731","testEmailNull","eCommerce CMS","Thu Apr 16 01:39:55 UTC 2026","passed","Thu Apr 16 01:39:59 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testEmailNull"
"","26181","testDeleteCategory","eCommerce CMS","Thu Apr 16 01:42:22 UTC 2026","failed","Thu Apr 16 01:42:48 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","3411","testIncorrectFormatEmail","eCommerce CMS","Thu Apr 16 01:39:59 UTC 2026","passed","Thu Apr 16 01:40:03 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
