"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5087","testLoginSuccess","eCommerce CMS","Sat Apr 18 01:39:50 UTC 2026","passed","Sat Apr 18 01:39:56 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","24968","testDeleteBrand","eCommerce CMS","Sat Apr 18 01:40:36 UTC 2026","failed","Sat Apr 18 01:41:00 UTC 2026","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","3251","testIncorrectFormatEmail","eCommerce CMS","Sat Apr 18 01:39:47 UTC 2026","passed","Sat Apr 18 01:39:50 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","25268","testAddNewCategory","eCommerce CMS","Sat Apr 18 01:41:01 UTC 2026","failed","Sat Apr 18 01:41:27 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","29327","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","Sat Apr 18 01:38:52 UTC 2026","failed","Sat Apr 18 01:39:21 UTC 2026","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","2721","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","Sat Apr 18 01:41:45 UTC 2026","failed","Sat Apr 18 01:41:48 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","2860","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","Sat Apr 18 01:41:39 UTC 2026","failed","Sat Apr 18 01:41:42 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","3426","testEmailNull","eCommerce CMS","Sat Apr 18 01:39:43 UTC 2026","passed","Sat Apr 18 01:39:46 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testEmailNull"
"","25082","testAddNewBrand","eCommerce CMS","Sat Apr 18 01:40:10 UTC 2026","failed","Sat Apr 18 01:40:35 UTC 2026","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","2771","searchDataTable","eCommerce CMS","Sat Apr 18 01:41:01 UTC 2026","failed","Sat Apr 18 01:41:04 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","24956","testDeleteCategory","eCommerce CMS","Sat Apr 18 01:41:58 UTC 2026","failed","Sat Apr 18 01:42:23 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","25935","Add product failed, Required field: Discount is NULL ","eCommerce CMS","Sat Apr 18 01:41:13 UTC 2026","failed","Sat Apr 18 01:41:39 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","24741","testEditProduct","eCommerce CMS","Sat Apr 18 01:42:16 UTC 2026","failed","Sat Apr 18 01:42:41 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","4748","testNavigateProductPage","eCommerce CMS","Sat Apr 18 01:40:42 UTC 2026","failed","Sat Apr 18 01:40:47 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","24889","testNavigateCategoryPage","eCommerce CMS","Sat Apr 18 01:40:16 UTC 2026","failed","Sat Apr 18 01:40:41 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","2955","testPasswordNull","eCommerce CMS","Sat Apr 18 01:40:05 UTC 2026","passed","Sat Apr 18 01:40:08 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testPasswordNull"
"","7016","testLogout","eCommerce CMS","Sat Apr 18 01:39:43 UTC 2026","passed","Sat Apr 18 01:39:50 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","24843","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","Sat Apr 18 01:41:50 UTC 2026","failed","Sat Apr 18 01:42:15 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","4749","Add product and Check product details","eCommerce CMS","Sat Apr 18 01:41:07 UTC 2026","failed","Sat Apr 18 01:41:12 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","24889","testDataTable","eCommerce CMS","Sat Apr 18 01:42:24 UTC 2026","failed","Sat Apr 18 01:42:49 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
