"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","initPagesAndLogin","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","24832","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","3835","testLoginWithPasswordInvalid","eCommerce CMS","2026-08-15","passed","2026-08-15","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","24599","update Ordering Number","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","24971","searchDataTable","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","24511","Add product failed, Required field: Discount is NULL ","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","24609","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","2506","testLoginWithEmptyEmail","eCommerce CMS","2026-08-15","passed","2026-08-15","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","24747","testDeleteCategory","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","7088","testLogout","eCommerce CMS","2026-08-15","passed","2026-08-15","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","25263","testNavigateBrandPage","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","0","testEditBrand","eCommerce CMS","2026-08-15","skipped","2026-08-15","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","0","testAddNewBrand","eCommerce CMS","2026-08-15","skipped","2026-08-15","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","3051","testIncorrectFormatEmail","eCommerce CMS","2026-08-15","passed","2026-08-15","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","24899","testNavigateProductPage","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","3851","testLoginWithEmailInvalid","eCommerce CMS","2026-08-15","passed","2026-08-15","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","25048","testNavigateCategoryPage","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","25193","testDataTable","eCommerce CMS","2026-08-15","failed","2026-08-15","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
