"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2931","testLoginWithEmptyEmail","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","0","testAddNewBrand","eCommerce CMS","2026-07-11","skipped","2026-07-11","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","25534","Add product failed, Required field: Discount is NULL ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","32309","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","25546","testAddNewCategory","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","25302","testDataTable","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","4511","testLoginWithPasswordInvalid","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","26189","Add product and Check product details","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","25649","Add category failed, Required field: Name is NULL","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","6160","testLoginSuccess","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","25684","testNavigateCategoryPage","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","25489","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","25504","testEditProduct","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","3057","testLoginWithEmptyPassword","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","9126","testLogout","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","0","testDeleteBrand","eCommerce CMS","2026-07-11","skipped","2026-07-11","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","26098","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","26171","update Ordering Number","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","26135","testDeleteCategory","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","0","testEditBrand","eCommerce CMS","2026-07-11","skipped","2026-07-11","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","25295","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","4","initPagesAndLogin","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","28372","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","25704","searchDataTable","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","4581","testLoginWithEmailInvalid","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","25894","testNavigateBrandPage","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","25650","testNavigateProductPage","eCommerce CMS","2026-07-11","failed","2026-07-11","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","4404","testIncorrectFormatEmail","eCommerce CMS","2026-07-11","passed","2026-07-11","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
