"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","testLoginWithPasswordInvalid","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","24938","testDataTable","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","1","testIncorrectFormatEmail","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","0","testEditBrand","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","24971","Add product and Check product details","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","25061","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","3","testNavigateBrandPage","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","1","createDriver","eCommerce CMS","2026-08-07","broken","2026-08-07","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","createDriver"
"","1","testLoginWithEmptyPassword","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","1","testDeleteBrand","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","25238","testAddNewCategory","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","1","testLoginWithEmptyEmail","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","0","initPagesAndLogin","eCommerce CMS","2026-08-07","broken","2026-08-07","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","24178","testEditProduct","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","0","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-08-07","skipped","2026-08-07","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","0","createDriver","eCommerce CMS","2026-08-07","broken","2026-08-07","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","createDriver"
"","31677","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","25344","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","24967","testDeleteCategory","eCommerce CMS","2026-08-07","failed","2026-08-07","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
