"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","testLogout","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","25189","Add category failed, Required field: Name is NULL","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","0","createDriver","eCommerce CMS","2026-08-13","broken","2026-08-13","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","createDriver"
"","0","testDeleteBrand","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","25581","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","25096","testEditProduct","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","0","testLoginWithPasswordInvalid","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","25478","Add product and Check product details","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","2","testNavigateProductPage","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","26558","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","0","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","25210","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","4","testIncorrectFormatEmail","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","0","testLoginSuccess","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","0","testLoginWithEmptyEmail","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","0","testLoginWithEmptyPassword","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","0","testLoginWithEmailInvalid","eCommerce CMS","2026-08-13","skipped","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","25319","update Ordering Number","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","25248","testDataTable","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","25691","searchDataTable","eCommerce CMS","2026-08-13","failed","2026-08-13","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","1","createDriver","eCommerce CMS","2026-08-13","broken","2026-08-13","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","createDriver"
"","0","createDriver","eCommerce CMS","2026-08-13","broken","2026-08-13","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","createDriver"
