"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4211","testLoginWithEmailInvalid","eCommerce CMS","Fri Apr 10 01:40:37 UTC 2026","passed","Fri Apr 10 01:40:41 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","26742","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","Fri Apr 10 01:40:23 UTC 2026","failed","Fri Apr 10 01:40:50 UTC 2026","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","25391","testNavigateBrandPage","eCommerce CMS","Fri Apr 10 01:40:31 UTC 2026","failed","Fri Apr 10 01:40:56 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","25015","testNavigateProductPage","eCommerce CMS","Fri Apr 10 01:41:23 UTC 2026","failed","Fri Apr 10 01:41:48 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","2806","testEditProduct","eCommerce CMS","Fri Apr 10 01:43:43 UTC 2026","failed","Fri Apr 10 01:43:45 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","25204","Add category failed, Required field: Name is NULL","eCommerce CMS","Fri Apr 10 01:42:20 UTC 2026","failed","Fri Apr 10 01:42:46 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","25453","Add product and Check product details","eCommerce CMS","Fri Apr 10 01:42:14 UTC 2026","failed","Fri Apr 10 01:42:40 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","26657","testAddBrandNullName","eCommerce CMS","Fri Apr 10 01:40:23 UTC 2026","failed","Fri Apr 10 01:40:50 UTC 2026","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddBrandNullName"
"","4917","testLoginSuccess","eCommerce CMS","Fri Apr 10 01:40:31 UTC 2026","passed","Fri Apr 10 01:40:36 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","2852","testAddNewCategory","eCommerce CMS","Fri Apr 10 01:41:49 UTC 2026","failed","Fri Apr 10 01:41:52 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
