"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testAddNewBrand","eCommerce CMS","2026-06-24","skipped","2026-06-24","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","24782","testNavigateProductPage","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","24771","testEditProduct","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","24486","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","2512","testLoginWithEmptyEmail","eCommerce CMS","2026-06-24","passed","2026-06-24","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","0","initPagesAndLogin","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","3666","testIncorrectFormatEmail","eCommerce CMS","2026-06-24","passed","2026-06-24","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","24764","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","24567","testDataTable","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","0","testEditBrand","eCommerce CMS","2026-06-24","skipped","2026-06-24","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","0","testDeleteBrand","eCommerce CMS","2026-06-24","skipped","2026-06-24","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","2600","testLoginWithEmptyPassword","eCommerce CMS","2026-06-24","passed","2026-06-24","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","26991","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","24623","Add product and Check product details","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","24641","testAddNewCategory","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","8213","testLogout","eCommerce CMS","2026-06-24","passed","2026-06-24","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","24517","testDeleteCategory","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","24642","testNavigateBrandPage","eCommerce CMS","2026-06-24","failed","2026-06-24","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
