"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24778","testNavigateCategoryPage","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","24274","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","8108","testLogout","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","24461","Add product and Check product details","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","24185","Add product failed, Required field: Discount is NULL ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","24342","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","25346","testDataTable","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","25441","searchDataTable","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","27383","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","3319","testLoginWithPasswordInvalid","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","0","initPagesAndLogin","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","3513","testLoginWithEmailInvalid","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","24715","testNavigateProductPage","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","24732","testDeleteCategory","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","25154","testNavigateBrandPage","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","24886","testAddNewCategory","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","24728","testEditProduct","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","5751","testLoginSuccess","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","1","testDeleteBrand","eCommerce CMS","2026-09-02","skipped","2026-09-02","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","24329","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","2232","testLoginWithEmptyPassword","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","24304","update Ordering Number","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","0","testAddNewBrand","eCommerce CMS","2026-09-02","skipped","2026-09-02","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","26960","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","2268","testLoginWithEmptyEmail","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","24343","Add category failed, Required field: Name is NULL","eCommerce CMS","2026-09-02","failed","2026-09-02","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","0","testEditBrand","eCommerce CMS","2026-09-02","skipped","2026-09-02","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","3498","testIncorrectFormatEmail","eCommerce CMS","2026-09-02","passed","2026-09-02","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
