"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29707","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.FlowTest","Flow test","AT04_CMS.testcases.FlowTest","testFlow"
"","0","initPagesAndLogin","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","initPagesAndLogin"
"","24886","update Ordering Number","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","2335","testLoginWithEmptyEmail","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyEmail"
"","1","testEditBrand","eCommerce CMS","2026-09-03","skipped","2026-09-03","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testEditBrand"
"","24593","Add product and Check product details","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","24793","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","24997","testDataTable","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDataTable"
"","3595","testLoginWithPasswordInvalid","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithPasswordInvalid"
"","26772","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","24606","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","24511","testNavigateCategoryPage","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateCategoryPage"
"","24784","testDeleteCategory","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testDeleteCategory"
"","2403","testLoginWithEmptyPassword","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmptyPassword"
"","0","testAddNewBrand","eCommerce CMS","2026-09-03","skipped","2026-09-03","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testAddNewBrand"
"","24634","searchDataTable","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","searchDataTable"
"","0","testDeleteBrand","eCommerce CMS","2026-09-03","skipped","2026-09-03","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
"","24630","testNavigateProductPage","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","24642","testEditProduct","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testEditProduct"
"","25306","Add product failed, Required field: Product Name is NULL ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withProductNameNull"
"","24849","Add product failed, Required field: Discount is NULL ","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withDiscountNull"
"","25058","testAddNewCategory","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategory"
"","25240","testNavigateBrandPage","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","7962","testLogout","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testLogout"
"","24955","Add category failed, Required field: Name is NULL","eCommerce CMS","2026-09-03","failed","2026-09-03","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","3741","testLoginWithEmailInvalid","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginWithEmailInvalid"
"","3143","testIncorrectFormatEmail","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testIncorrectFormatEmail"
"","5312","testLoginSuccess","eCommerce CMS","2026-09-03","passed","2026-09-03","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
