"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25485","Add category failed, Required field: Name is NULL","eCommerce CMS","Fri Apr 17 01:41:58 UTC 2026","failed","Fri Apr 17 01:42:24 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testAddNewCategoryNull"
"","3040","Add product and Check product details","eCommerce CMS","Fri Apr 17 01:41:12 UTC 2026","failed","Fri Apr 17 01:41:16 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddNewProductSuccess"
"","5020","Add product failed, Required field: Unit is are NULL ","eCommerce CMS","Fri Apr 17 01:41:30 UTC 2026","failed","Fri Apr 17 01:41:35 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitNull"
"","5411","testLoginSuccess","eCommerce CMS","Fri Apr 17 01:39:40 UTC 2026","passed","Fri Apr 17 01:39:46 UTC 2026","AT04_CMS.testcases.LoginTest","Login, Dashboard, Brand","AT04_CMS.testcases.LoginTest","testLoginSuccess"
"","26939","Flow: Login > Add brand > Add category > Add product ","eCommerce CMS","Fri Apr 17 01:39:32 UTC 2026","failed","Fri Apr 17 01:39:59 UTC 2026","AT04_CMS.testcases.FlowTest","Login, Dashboard, Brand","AT04_CMS.testcases.FlowTest","testFlow"
"","25419","testNavigateProductPage","eCommerce CMS","Fri Apr 17 01:40:40 UTC 2026","failed","Fri Apr 17 01:41:05 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateProductPage"
"","25704","testNavigateBrandPage","eCommerce CMS","Fri Apr 17 01:39:41 UTC 2026","failed","Fri Apr 17 01:40:07 UTC 2026","AT04_CMS.testcases.DashboardTest","Login, Dashboard, Brand","AT04_CMS.testcases.DashboardTest","testNavigateBrandPage"
"","25470","update Ordering Number","eCommerce CMS","Fri Apr 17 01:41:32 UTC 2026","failed","Fri Apr 17 01:41:58 UTC 2026","AT04_CMS.testcases.CategoryTest","Category, Product","AT04_CMS.testcases.CategoryTest","testEditCategory"
"","2789","Add product failed, Required field: Unit price is NULL ","eCommerce CMS","Fri Apr 17 01:41:36 UTC 2026","failed","Fri Apr 17 01:41:39 UTC 2026","AT04_CMS.testcases.ProductTest","Category, Product","AT04_CMS.testcases.ProductTest","testAddProduct_withUnitPriceNull"
"","25242","testDeleteBrand","eCommerce CMS","Fri Apr 17 01:40:26 UTC 2026","failed","Fri Apr 17 01:40:52 UTC 2026","AT04_CMS.testcases.BrandTest","Login, Dashboard, Brand","AT04_CMS.testcases.BrandTest","testDeleteBrand"
